CommunityName,State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
Mesacity,AZ,14.41,29.13,13.64,11.38,30273,79.11,13506,13974,10501,8119,12082,8071,8616,9.5,15.21,20.99,5.11,64.22,288091,2.67,1.85,90.07,1.51,10.88,11.62,76.45,14014,14.71,23.73,32605,217,86,6,1.85,111,34.19,410,126.29,1808,556.9,4664,1436.61,14430,4444.73,2717,836.89,86,26.49
ApacheJunctioncity,AZ,10.48,19.4,8.8,24.95,19686,60.02,9946,9905,5060,13216,11093,10249,7671,16.72,29.89,7.25,6.82,45.31,18100,2.35,0.38,96.39,0.35,5.62,12.98,65.32,425,0,19.76,5055,0,1,1,4.52,8,36.19,5,22.62,72,325.75,214,968.19,729,3298.19,61,275.98,6,27.15
Tempecity,AZ,18.97,38.87,22.84,5.96,31885,87.5,15530,16406,10897,8105,10126,9067,10622,13.61,10.08,36.75,5.19,69.9,141865,2.55,3.2,86.85,4.05,10.88,11.25,72.11,10262,25.16,39.51,5912,51,0,4,2.68,65,43.52,244,163.37,518,346.83,2073,1388,8000,5356.47,1401,938.05,56,37.5
CasaGrandecity,AZ,15.47,27.54,13.12,9.89,25926,78.1,11388,12702,6402,4717,21943,6659,7341,17.44,28.01,14.24,7.9,60.92,19082,2.94,5.16,76.11,0.81,34.49,13.16,62.65,911,8.23,16.47,909,43,38,3,13.74,15,68.72,49,224.49,237,1085.81,589,2698.49,2197,10065.52,185,847.57,27,123.7
Flagstaffcity,AZ,25.53,43.03,28.52,3.98,28382,89.34,11517,12657,6335,5477,9797,8540,8625,17.2,13.08,32.75,7.14,64.11,45857,3.18,2.48,79.64,1.43,15.2,9.73,68.95,1895,31.08,42.11,1896,10,0,2,3.81,14,26.67,41,78.11,202,384.86,586,1116.47,3528,6721.66,155,295.31,3,5.72
Gilberttown,AZ,15.44,30.53,12.98,2.98,41081,90.79,14665,15100,11988,6428,14416,9608,9560,6.18,9.23,29.04,4.24,75.37,29188,3.11,1.59,90.32,1.71,11.59,9.44,83.33,1182,13.71,25.04,1274,0,0,0,0,5,9.46,13,24.59,110,208.07,479,906.06,1168,2209.36,202,382.1,9,17.02
Chandlercity,AZ,13.1,29.46,11.91,4.58,38124,90.28,14720,15512,12988,7697,16669,7828,8077,9.69,14.24,26.2,4.54,74.41,90533,2.87,2.56,85.18,2.38,17.28,11.72,76.16,6372,15.55,26.82,3477,0,14,0,0,27,21.88,82,66.45,167,135.32,1635,1324.85,4061,3290.66,679,550.2,46,37.27
Prescottcity,AZ,12.18,21.17,11.91,23.98,22517,61.73,13851,14109,4068,7049,15217,7618,7920,13.27,16.66,23.51,6.89,45.52,26455,2.3,0.48,95.25,0.56,7.14,12.43,71.03,892,9.08,11.55,1914,14,0,1,3.18,14,44.51,16,50.87,107,340.2,227,721.73,1285,4085.59,83,263.89,15,47.69
Scottsdalecity,AZ,10.51,23.46,10.82,14.84,39037,76.21,23482,23876,18996,9044,18708,9802,12176,5.89,9.18,34.51,4.4,64.1,130069,2.26,0.76,96.02,1.23,4.77,13.38,74.32,8174,11.18,19.07,11445,0,0,3,1.9,29,18.38,131,83.02,234,148.3,1609,1019.72,5362,3398.23,961,609.05,23,14.58
LakeHavasuCitycity,AZ,10.16,18.45,8.51,22.87,28826,64.87,14418,14565,11317,10095,5504,4905,7619,8.14,20.98,13.3,3.19,52.39,24363,2.46,0.24,97.89,0.46,3.66,10.42,75.12,1087,4.97,7.08,2926,0,0,2,6.06,4,12.12,6,18.17,53,160.54,294,890.53,1184,3586.36,93,281.7,17,51.49
Glendalecity,AZ,15.88,29.88,14.54,7.1,31665,84.2,13524,14276,11750,9566,11909,7593,8107,11.46,17.42,17.7,5.99,67.95,148134,2.76,3.01,84.98,2.13,15.47,13.25,70.04,8878,17.27,26.02,7549,7,44,16,9.18,79,45.31,317,181.82,1013,581.02,2037,1168.35,8422,4830.54,1741,998.57,83,47.61
Phoenixcity,AZ,14.03,28.64,13.46,8.89,29291,81.64,14096,15497,8734,7076,12643,6663,7213,14.18,21.28,19.94,6.64,64.94,983403,2.66,5.19,81.69,1.66,20.04,14.74,65.62,84672,18.14,30.29,52115,1710,276,158,14.55,444,40.9,3437,316.57,7872,725.06,20617,1898.95,48382,4456.27,15566,1433.72,309,28.46
Nogalescity,AZ,19.28,30.6,14.86,8.36,18404,79.04,7795,8729,4322,21000,9479,5517,6363,31.2,51.22,7.94,13.67,52.73,19489,3.69,0.39,70,0.36,91.97,9.28,66.07,8745,16.18,24.71,258,10,7,1,4.75,4,19.01,95,451.5,73,346.94,578,2747.02,999,4747.87,267,1268.95,5,23.76
SanPablocity,CA,13.65,28.82,13.23,9.44,25479,73.45,10505,11407,10412,8238,9546,8330,7813,19.02,34.18,11.64,10.16,55.94,25158,2.89,21.34,49.42,17.21,26.78,16.57,56.36,6645,21.87,32.75,714,20,49,12,44.42,21,77.73,309,1143.81,362,1340,478,1769.39,1460,5404.4,430,1591.71,20,74.03
Glendalecity,CA,12.04,26.68,12.37,11.54,34372,76.17,17966,19362,17693,20931,16696,9438,11182,14.37,22.83,28.55,6.95,60.04,180038,2.62,1.3,74.02,14.14,20.96,11.12,74.78,81352,30.33,41.41,3510,82,17,9,5.02,30,16.72,355,197.91,277,154.42,1596,889.74,4501,2509.23,1447,806.68,73,40.7
Marinacity,CA,16.16,37.22,19.09,4.13,29043,90.39,11338,12871,10242,6333,9734,7196,8444,9.67,15.83,17.01,3.5,75.2,26436,3.34,18.97,53.6,20.84,10.73,9.33,77.88,4849,12.27,18.31,353,0,0,2,12.89,9,58.03,42,270.79,47,303.03,226,1457.12,547,3526.76,50,322.37,5,32.24
ElCajoncity,CA,13.77,30.92,15.15,9.65,28108,78.15,13518,14237,9215,9266,9291,7746,8951,12.92,21.49,14.45,7.07,61.86,88693,2.7,2.92,87.36,2.82,13.97,16.22,63.25,8610,20.75,31.36,1560,13,76,8,8.59,42,45.1,243,260.94,540,579.87,1368,1469.01,4316,4634.68,889,954.64,31,33.29
Oakdalecity,CA,13.37,26.84,13.03,12.98,27230,73.45,11994,12334,17759,17930,8531,8032,8180,12.63,30.95,9.97,10.34,54.22,11961,2.71,0.24,88.57,1.11,17.04,14.31,67.82,976,14.24,20.59,185,11,0,0,0,4,28.91,7,50.6,37,267.46,161,1163.8,502,3628.74,51,368.66,13,93.97
Norcocity,CA,14.06,30.74,14.58,4.44,51594,88.74,15142,16771,4590,6108,12843,9406,9872,5.34,24.25,10.32,5.1,48.14,23302,4.17,7.95,82.42,1.36,19.55,9.94,75.36,1672,6.76,16.87,193,0,0,1,4.04,4,16.15,29,117.11,117,472.5,279,1126.73,554,2237.3,256,1033.84,15,60.58
SanCarloscity,CA,9.03,19.36,8.48,14.25,54658,77.85,28161,28647,27282,20295,23416,17992,20889,2.73,8.38,35.77,2.43,69.33,26167,2.37,0.94,91.3,6.07,6.46,11.26,81.21,3283,6.37,10.63,294,0,0,1,3.54,1,3.54,24,85.06,32,113.41,153,542.25,586,2076.84,54,191.38,0,0
LagunaBeachcity,CA,8.08,20.23,9.15,12.36,53419,75.85,40537,40887,28939,22538,48414,20261,15271,6.14,5.87,49.02,1.84,72.93,23170,2.09,0.7,95.77,1.74,6.86,16.9,74.71,2587,17.67,20.76,1759,6,50,0,0,5,20.8,22,91.5,164,682.11,412,1713.6,874,3635.15,139,578.13,3,12.48
BeverlyHillscity,CA,11.38,22.12,10.53,17.88,54348,73,55463,57381,30294,13326,39787,27395,28719,6.6,10.57,46.95,3.8,60.76,31971,2.2,1.7,91.28,5.46,5.4,12.23,77.69,11133,13.57,22.29,1159,0,5,1,3,8,24.03,281,843.97,72,216.25,472,1417.63,1755,5271.06,221,663.76,14,42.05
Torrancecity,CA,11.6,25.37,11.61,10.78,47204,82.7,22095,23111,23117,21263,19955,13172,14736,5.15,12.38,31.23,3.95,67.04,133107,2.53,1.45,72.98,21.86,10.07,11.64,77.43,29516,22.23,32.19,2312,0,18,12,8.64,30,21.6,430,309.54,390,280.75,1582,1138.83,4096,2948.59,1704,1226.66,54,38.87
RedwoodCitycity,CA,11.09,27.2,12.24,10.46,42962,81.45,20292,21670,12013,10809,19598,9281,9950,8.3,18.45,27.09,3.82,69.14,66072,2.59,3.64,82.76,6.32,24.12,13.43,69.83,15722,18.78,29.78,1354,91,125,3,4.4,15,22.02,106,155.59,371,544.58,513,753.02,1876,2753.72,453,664.94,2,2.94
Redlandscity,CA,14.97,27.56,13.53,10.33,37073,79.04,17825,19791,11465,13749,13588,8053,9402,8.98,15.38,31.26,4.78,63.25,60394,2.75,3.83,79.59,4.42,18.96,12.03,72.29,6289,17.3,28.84,1204,92,26,5,7.71,21,32.38,150,231.3,296,456.44,975,1503.47,1620,2498.07,616,949.88,16,24.67
Dublincity,CA,12.28,31.36,14.01,3.15,53710,91.86,17056,19305,5883,9684,16258,8011,10668,4.23,14.13,24.07,3.52,59.36,23229,3.42,11.49,77.75,6.04,10.46,13.69,80.04,1928,7.94,14.83,190,0,0,0,0,1,3.81,16,60.9,49,186.52,120,456.78,490,1865.17,61,232.2,2,7.61
Breacity,CA,13.3,27.95,13.44,8.62,51253,86.4,21407,22025,18108,17265,18521,15469,14209,3.55,12.59,30.99,3.31,72.58,32873,2.69,1.08,86.96,6.22,15.45,10.85,79.27,4092,14.78,24.07,424,5,0,3,8.61,5,14.35,51,146.36,69,198.01,309,886.76,1521,4364.92,222,637.09,16,45.92
Woodlandcity,CA,13.77,26.89,12.18,9.84,31671,78.68,13854,15269,8174,12921,9945,8487,9389,9.59,23.84,17.03,7.85,64.24,39802,2.8,1.26,77.47,3.07,26.16,13.1,68.95,4230,13.24,20.95,620,57,5,2,4.65,29,67.42,32,74.4,184,427.78,483,1122.92,1020,2371.38,298,692.81,47,109.27
LosAngelescity,CA,14.46,31.22,15.72,8.96,30925,78.71,16188,22191,11257,12901,13875,6354,7111,18.86,33,22.96,8.34,61.71,3485398,2.86,13.99,52.83,9.81,39.92,12.26,59.78,1336665,20.75,32.13,82558,4597,3109,1076,31.04,1773,51.15,38415,1108.27,42437,1224.31,50232,1449.19,119092,3435.8,59764,1724.19,5119,147.68
Seasidecity,CA,20.34,40.78,24.43,5.07,28655,86.62,10409,11524,10092,10269,8754,7251,7353,12.22,22.08,14.69,4.37,74.2,38901,3.66,23.47,52.73,13.48,17.45,10.62,71.38,6949,23.83,35.56,597,21,2,6,18.55,9,27.82,121,374.07,215,664.67,218,673.94,844,2609.21,85,262.78,21,64.92
FosterCitycity,CA,11.65,26.23,11.54,6.49,60462,89.78,28399,30694,24563,28303,21756,20609,22960,2.95,4.96,46.69,3.4,76.17,28176,2.51,3.23,73.48,21.98,5.77,11.7,82.17,6342,18.83,27.59,537,0,0,1,3.38,1,3.38,17,57.39,36,121.54,111,374.75,526,1775.83,64,216.07,6,20.26
EastPaloAltocity,CA,16.11,33.41,16.36,5.26,29206,84.81,9968,11102,10211,9729,10094,6885,6391,17.55,39.39,15.6,10.6,61.09,23451,3.37,42.94,31.69,9.6,36.36,14.87,50.69,7038,20.69,37.48,398,57,64,4,15.4,11,42.35,194,746.87,400,1539.94,367,1412.9,388,1493.74,294,1131.86,37,142.44
CulverCitycity,CA,10.37,24.22,11.12,11.95,42971,80.82,21471,22991,21042,14565,19631,11713,11855,6.68,15.85,35.03,4.13,67.93,38793,2.4,10.38,69.22,12.04,19.76,14.22,67.27,9121,12.51,19.23,777,84,0,4,10.13,7,17.73,305,772.48,52,131.7,406,1028.29,1450,3672.47,469,1187.85,1,2.53
Richmondcity,CA,13.22,26.57,12.67,10.49,32165,76.1,14630,20133,11156,11167,13797,9976,10696,16.1,23.31,22.15,9.43,58.46,87425,2.67,43.76,36.18,11.83,14.52,16.07,49.56,13613,14.69,25.29,1783,186,130,52,58.83,82,92.77,977,1105.38,1752,1982.21,2153,2435.91,3786,4283.48,1460,1651.85,112,126.72
CostaMesacity,CA,12.14,33.06,15.62,7.44,40313,86.31,18750,20021,17796,12403,14690,8317,8682,9.17,16.52,27.26,4.17,74.47,96357,2.57,1.33,84.31,6.56,20.05,15,67.31,20787,21.97,35.55,2144,225,26,5,5.05,30,30.33,184,186.01,225,227.45,1250,1263.62,4918,4971.59,975,985.63,26,26.28
LosAlamitoscity,CA,13.9,30.28,14.04,8.7,45171,85.19,19361,19841,11200,21284,20012,14579,13766,4.38,14.1,29.3,4.24,68.04,11676,2.84,3,84.87,7.18,12.5,13.42,72.9,1422,8.58,16.88,166,23,0,0,0,3,24.85,18,149.09,22,182.22,143,1184.46,279,2310.94,101,836.58,17,140.81
RedBluffcity,CA,13.44,26.6,12.16,14.06,19474,64.92,9997,10369,3440,8018,7699,5381,6391,20.41,21.66,10.49,9.88,48.71,12363,2.57,0.56,91.22,1.06,8.95,16.23,60.99,642,16.36,24.77,250,31,6,0,0,6,44.94,16,119.84,109,816.42,106,793.95,769,5759.87,75,561.76,9,67.41
Pittsburgcity,CA,13.97,29.12,13.19,7.12,38532,82.87,13686,15469,10521,10818,13750,9111,10286,10.79,23.51,14.35,7,64.56,47564,3.04,17.58,58.6,12.18,23.73,12.46,66.23,8899,19.11,29.16,1066,130,33,2,3.82,18,34.42,199,380.52,235,449.36,899,1719.03,1353,2587.15,263,502.9,18,34.42
MissionViejocity,CA,14.31,24.75,11.58,7.47,61058,87.49,24160,24844,19738,18175,18151,15757,17938,1.96,6.33,39.1,2.9,72.49,72820,2.89,0.93,90.3,6.25,7.71,8.93,85.36,9128,12.71,18.42,1219,0,0,3,3.56,13,15.43,32,37.99,142,168.58,687,815.59,1539,1827.05,220,261.18,35,41.55
LongBeachcity,CA,13.82,31.13,15.56,9.56,31938,77.65,15639,20334,10518,12658,9544,6860,7758,16.82,24.49,23.22,6.54,62.93,429433,2.7,13.68,58.38,13.57,23.62,13.78,60.26,104150,19.87,31.62,11413,394,66,126,28.9,200,45.87,3717,852.46,3073,704.76,6780,1554.92,14108,3235.53,7626,1748.95,243,55.73
Coronacity,CA,14.89,30.69,14.33,5.3,43555,88.08,15292,16292,19120,18008,15532,8557,8767,8.31,23.88,17.96,5.76,68.96,76095,3.18,2.76,75.88,7.1,30.36,9.9,76.95,14211,17.82,29.3,2618,56,9,1,1.07,28,29.99,237,253.84,219,234.56,1552,1662.29,3099,3319.23,1334,1428.8,23,24.63
SanBrunocity,CA,11.64,27.46,12.38,9.68,42019,83.76,18289,19667,12957,14707,15914,12257,13548,4.77,15.96,21.32,4.12,67.83,38961,2.66,4.08,71.62,17.93,18.61,11.65,74.56,9386,12.97,19.37,538,5,0,0,0,8,19.63,55,134.95,52,127.59,190,466.18,1408,3454.62,218,534.88,10,24.54
Coronadocity,CA,23.9,45.2,31.94,11.86,47790,71.68,21972,23701,10450,11328,12798,11206,13588,4.07,5.88,39.25,1.71,75.39,26540,3.62,6.85,86.16,3.44,8.26,9.8,80.06,2368,20.02,28.67,1818,0,0,3,13.67,3,13.67,19,86.6,48,218.78,214,975.39,552,2515.95,145,660.89,9,41.02
LaPalmacity,CA,16.96,29.17,15.75,5.24,54364,90.63,19337,21960,18848,40457,15184,12119,14640,5.89,11.15,31.52,2.5,74.04,15392,3.2,4.17,59.91,31.11,12.16,8.12,79.48,4251,15.08,18.96,120,0,1,1,6.22,2,12.43,16,99.45,41,254.85,140,870.21,378,2349.58,128,795.62,12,74.59
Dinubacity,CA,16.12,29.5,14.75,10.45,22032,73.44,8354,10137,3973,8386,10103,5723,5915,22.58,50.72,8.98,14.95,52.83,12743,3.41,0.24,55.84,3.11,60.37,8.21,67.29,2966,16.62,27.48,103,0,0,0,0,3,22.02,10,73.42,67,491.89,195,1431.61,409,3002.72,73,535.94,1,7.34
Clearlakecity,CA,10.89,18.64,8.68,23.42,16600,48.41,9531,9679,7842,7370,9129,7763,5860,22.15,38.79,5.26,12.8,34.84,11804,2.28,4.35,91.05,1.06,5.69,17.75,50.72,373,1.61,8.85,2136,6,25,1,7.63,11,83.97,18,137.4,191,1458.02,461,3519.08,598,4564.89,76,580.15,13,99.24
GrandTerracecity,CA,13.38,25.7,11.85,8.32,45127,86.38,18940,19186,21432,32681,17729,15940,15082,3.64,12.4,26.84,4.24,69.99,10946,2.84,3.77,80.2,5.87,18.19,11.52,76.43,1054,8.73,16.22,202,0,0,0,0,5,42.8,19,162.66,13,111.29,211,1806.35,306,2619.64,140,1198.53,0,0
Carsoncity,CA,16.01,29.52,15.16,7.57,43882,86.79,13749,14907,15735,14550,12458,9272,9766,6.95,28.65,17.06,7.17,64.75,83995,3.53,26.14,34.72,24.97,27.87,10.68,65.66,22681,11.12,19.19,633,0,0,10,11.05,28,30.95,340,375.79,769,849.94,940,1038.94,1638,1810.4,1131,1250.04,44,48.63
Lomitacity,CA,10.87,27.17,11.82,10.09,36222,79.67,16791,18281,6502,17681,14195,8510,10866,10.68,20.68,20,4.7,67.68,19382,2.46,2.92,79.24,9.09,19.38,15.92,65.57,3167,16.55,23.3,384,0,67,0,0,3,14.42,43,206.63,222,1066.79,209,1004.32,298,1432,124,595.87,6,28.83
RedondoBeachcity,CA,8.78,29.76,11.31,6.69,51913,87.35,26230,26766,29539,19871,25667,15746,15718,5.59,9.58,40.44,3.38,78.45,60167,2.25,1.6,87.04,6.83,11.5,15.62,69,7472,17.1,24.77,1503,0,29,4,6.2,17,26.33,145,224.6,221,342.32,849,1315.08,2162,3348.87,625,968.11,3,4.65
LaPuentecity,CA,18.71,35.04,17.86,5.66,33273,84.76,9060,9243,11647,8241,9633,8032,7920,14.02,49.37,7.46,9.23,59.94,36955,4.1,3.54,63.92,7.84,74.86,10.37,60.5,13735,18.95,28.02,266,0,1,8,20.4,18,45.89,171,435.97,456,1162.58,287,731.71,507,1292.61,396,1009.61,6,15.3
WalnutCreekcity,CA,9.6,21.09,9.53,19.52,45529,70.65,26354,26957,17597,24145,21247,17690,18221,3.81,5.64,46.92,3.27,60.13,60569,2.14,1.05,90.6,6.68,4.74,11.39,79.33,7885,15.47,21.74,1621,0,7,1,1.6,10,16.04,42,67.37,130,208.53,544,872.61,1906,3057.33,178,285.52,23,36.89
Hollistercity,CA,15.93,30.76,14.4,8.03,32857,83.85,11415,13258,9731,11827,13574,7663,8217,11.71,36.73,11.64,10.99,62.77,19212,3.26,0.62,63.53,2.5,56.14,10.16,71.2,3978,8.52,22.3,326,69,12,0,0,1,4.52,21,94.99,181,818.71,240,1085.58,696,3148.18,90,407.09,26,117.6
YubaCitycity,CA,13.67,28.92,13.69,10.47,23491,76.39,11815,13262,8691,12816,7632,5674,6029,18.56,25.73,16.37,11,55.93,27437,2.59,2.6,76.09,7.72,17.88,16.73,60.4,3559,18.04,30.43,485,22,41,2,6.13,23,70.54,44,134.95,141,432.46,479,1469.14,1774,5441.05,203,622.62,9,27.6
Perriscity,CA,13.19,30.84,13.32,8.77,28611,77.43,9773,10285,8306,8017,11646,8072,6793,15.73,35.87,7.28,9.73,54.95,21460,3.19,12.99,70.45,3.32,35.9,10.96,68.59,3969,13.93,23.43,1035,0,0,5,16.39,17,55.72,129,422.84,270,885.01,699,2291.2,779,2553.43,498,1632.36,58,190.11
MorenoValleycity,CA,15.01,28.36,11.68,3.81,42186,89.15,13474,14447,12648,11593,11439,9928,10229,8.36,18.18,14.29,7.31,67.57,118779,3.4,13.81,67.45,6.65,22.87,10.17,77.12,14649,13.88,24.37,2980,6,2,12,8.57,58,41.43,523,373.54,1089,777.8,2220,1585.59,4457,3183.32,1426,1018.49,50,35.71
Paradisetown,CA,9.73,16.28,7.27,27.39,22954,52.12,12887,12967,1805,11771,9155,9931,7466,11.13,22.55,15.06,7.48,40.91,25408,2.3,0.14,97.11,1.04,3.44,12.03,69.23,1032,6.01,6.98,588,0,0,0,0,0,0,3,11.31,64,241.32,245,923.8,472,1779.72,38,143.28,6,22.62
AgouraHillscity,CA,15.82,24.89,11.47,3.61,70919,90.14,27539,28082,18932,30329,24560,16020,17461,3.53,7.13,44.15,3.61,74.64,20390,3.08,1.17,90.13,6.85,6.1,9.34,86.65,2864,8.59,15.96,317,0,0,0,0,2,7.85,10,39.23,82,321.68,145,568.83,278,1090.58,93,364.83,2,7.85
Burlingamecity,CA,8.72,22.76,9.69,16.12,42487,76.7,25031,25709,20260,27683,21281,14552,15363,4.69,11.75,33.48,2.8,65.69,26801,2.17,0.97,87.45,8.87,10.19,12.86,77.68,5187,17.7,22.46,585,0,2,1,3.6,4,14.4,23,82.77,48,172.74,139,500.23,880,3166.95,173,622.59,9,32.39
Visaliacity,CA,14.83,26.95,12.62,9.87,29463,75.13,12994,15012,7809,11967,6866,6660,6582,17.62,24.77,19.65,6.83,59.13,75636,2.9,1.47,74.77,6.44,25.13,12.33,69.59,8507,19.78,29,1043,68,8,3,3.51,24,28.07,167,195.32,470,549.71,1126,1316.96,4179,4887.72,616,720.47,13,15.2
Hawthornecity,CA,13.63,33.47,16,6.72,30967,85.01,13880,16167,13983,14888,13563,8512,9140,13.92,26.11,15.71,6.89,67.67,71349,2.63,28.33,42.28,10.96,31.14,15.38,57.28,20927,17.83,29.19,2077,0,1,12,15.85,57,75.29,895,1182.19,960,1268.05,1126,1487.31,2477,3271.82,1524,2013.02,81,106.99
SanJacintocity,CA,12.09,24.11,11.02,19.78,20810,59.38,9361,10335,6375,6996,11639,6122,5998,15.96,39.28,7.75,8.24,45.23,16210,2.69,1.19,74.64,0.96,33.65,12.61,63.91,2377,15.9,26.42,823,0,0,1,4.8,7,33.62,20,96.05,101,485.04,350,1680.83,264,1267.83,99,475.44,0,0
Sacramentocity,CA,13,27.55,12.95,10.87,28183,74.22,14087,16688,10036,10234,10939,8944,9425,17.21,23.06,23.49,7.6,57.95,369365,2.56,15.3,60.09,15.01,16.25,15.82,58.39,50569,16.38,24.15,8918,1287,265,85,22.62,167,44.43,2310,614.62,2288,608.76,8080,2149.82,18670,4967.47,7885,2097.94,164,43.64
SouthGatecity,CA,18.7,34.74,17.82,6.66,27279,80.79,8368,10016,9575,8859,10310,7018,7203,17.44,59.05,5.25,10.81,58.06,86284,3.85,1.67,41.65,1.62,83.13,9.33,66.2,42540,15.76,24.7,518,21,0,11,11.91,27,29.23,589,637.66,387,418.97,1068,1156.23,1264,1368.42,1576,1706.2,28,30.31
NewportBeachcity,CA,9.53,25.02,11.89,13.93,60374,78.19,45434,45930,29148,34324,41323,11850,31044,5.67,4.69,50.25,3.01,67.46,66643,2.16,0.35,95.81,2.89,3.97,14.45,77.12,6045,11.46,18.2,4001,45,0,3,4.22,25,35.2,42,59.14,205,288.64,1060,1492.47,2005,2823.03,350,492.8,40,56.32
Martinezcity,CA,11.87,24.83,11.15,8.2,45964,84.87,20060,20833,9132,16239,16535,15342,14738,5.95,11.68,29.27,4.07,68.37,31808,2.54,3.32,87.75,5.72,8.41,15.45,70.37,2956,14.99,24.42,455,55,21,0,0,13,39.57,33,100.45,62,188.73,421,1281.5,775,2359.06,138,420.07,3,9.13
Glendoracity,CA,14.02,25.49,11.98,9.42,46116,82.93,18573,19088,15411,17418,15583,12617,13904,4.96,16.32,22.16,4.3,66.23,47828,2.93,1.12,88.49,5.62,15.16,10.68,77.73,5987,11.44,17.86,549,0,0,0,0,13,24.9,46,88.09,95,181.93,474,907.73,1076,2060.59,191,365.77,7,13.41
Artesiacity,CA,16.5,29.95,15.44,9.84,36383,79.72,12724,15281,11803,11880,11560,7712,9966,9.28,43.5,13.42,6.62,59.24,15464,3.52,2.66,55.96,16.26,40.05,9.25,68.41,5873,13.72,22.9,140,0,0,3,19.15,3,19.15,90,574.53,161,1027.77,261,1666.13,333,2125.76,158,1008.62,9,57.45
Highlandcity,CA,15.06,29.79,13.66,6.15,31561,81.2,12567,13684,9092,10381,10513,9419,8974,15.79,25.62,13.75,8.66,61.53,34439,3.04,10.97,73.14,4.81,22.76,14.59,62.7,3986,12.72,25.61,1245,0,0,4,10.15,14,35.52,138,350.15,191,484.62,699,1773.57,951,2412.97,371,941.34,12,30.45
Rialtocity,CA,16.06,28.59,12.9,6.19,36233,81.99,11862,13152,11687,12335,9408,8168,9020,12.12,26.81,10.16,8.12,61.96,72388,3.31,20.35,57.93,3.53,31.48,12.01,68.69,9378,17.33,26.68,1943,10,1,10,11.91,26,30.97,356,424.12,767,913.76,2012,2396.98,1088,1296.18,878,1046,36,42.89
Lodicity,CA,12.68,26.13,12.04,13.17,30739,75.21,14638,15183,4900,9757,12950,7741,7993,12.6,27.68,13.89,6.45,58.84,51874,2.73,0.33,89.29,4.72,16.9,13.64,69.23,5441,12,27.51,675,159,45,2,3.8,29,55.04,73,138.56,526,998.37,638,1210.95,2353,4466.08,316,599.78,15,28.47
SanFranciscocity,CA,10.07,26.71,12.21,12.88,33414,75.18,19695,26222,11829,11485,12665,10174,11400,12.66,21.98,35.04,6.2,63.03,723959,2.37,10.92,53.56,29.13,13.91,11.9,61.75,246034,17.1,25.76,22887,4003,1566,129,17.47,361,48.89,8454,1144.95,4421,598.75,11153,1510.49,34558,4680.3,11056,1497.35,488,66.09
Covinacity,CA,13.93,28.69,13.86,9.67,38907,82.04,16259,16896,14428,20325,13406,13002,12073,7.63,17.52,16.37,5.35,66.65,43207,2.78,4.11,80.28,7.59,25.56,13.54,66.71,6877,14.47,23.11,579,50,0,10,22.29,18,40.12,139,309.8,141,314.26,522,1163.44,1274,2839.5,562,1252.59,22,49.03
SantaFeSpringscity,CA,15.81,29.07,14.59,11.06,33313,79.94,11196,12391,10292,10700,13775,8962,9629,10.57,40.94,7.06,8.61,58.33,15520,3.33,2.07,56.77,4.87,67.37,12.04,60.6,3726,16.94,24.69,161,0,0,3,18.33,13,79.42,129,788.08,197,1203.49,518,3164.52,1008,6157.98,539,3292.81,7,42.76
SantaMonicacity,CA,7.62,21.72,8.68,14.05,35997,75.32,29134,31506,13801,14193,26110,11390,13293,9.35,12.51,43.39,4.81,65.83,86905,1.94,4.51,82.8,6.39,14.05,16.26,69.13,21990,11.43,18.16,2893,318,368,9,10.29,49,56.01,716,818.44,671,767,1511,1727.17,6181,7065.29,1754,2004.94,137,156.6
Alamedacity,CA,12.98,29.22,15.31,10.55,38122,79.87,19833,22162,12610,20871,15217,12398,12964,6.81,11.89,31.26,3.53,71.08,76459,2.63,6.72,69.91,19.25,9.09,13.3,70.29,13172,12.97,21.36,1442,35,0,1,1.26,26,32.88,239,302.28,208,263.07,769,972.59,3278,4145.85,479,605.82,46,58.18
Millbraecity,CA,11.19,22.26,10.56,17.04,45999,74.86,21764,22916,11580,30387,18201,14943,15730,5.4,15.9,24.29,3.19,60.09,20412,2.57,1.15,78.25,16.89,11.17,9.26,77.17,5362,14.9,23.42,225,0,0,1,4.77,4,19.07,27,128.74,29,138.27,97,462.5,369,1759.4,66,314.69,3,14.3
Arcadiacity,CA,13.88,24.44,12.17,14.51,47347,76.91,25441,28492,21896,7717,18474,13736,15675,5.23,11.12,36.39,3.63,60.14,48290,2.63,0.77,71.48,23.45,10.66,9.73,79.64,13327,22.29,33.32,1131,0,2,2,3.93,4,7.86,96,188.58,101,198.4,480,942.88,1453,2854.17,328,644.3,21,41.25
