State,agepct12t21,agepct12t29,agepct16t24,agepct65up,medIncome,pctWWage,perCapInc,whitePerCap,blackPerCap,indianPerCap,asianPerCap,otherPerCap,HispPerCap,pctPopUnderPov,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,Population,HouseholdSize,racepctblack,racepctwhite,racepctasian,racepcthisp,TotalPctDiv,PctKids2Par,NumImmig,PctImmigRecent,PctImmigRec5,HousVacant,NumInShelters,NumStreet,murders,murdPerPop,rapes,rapesPerPop,assaults,assaultPerPop,burglaries,burglPerPop,larcenies,larcPerPop,autoTheft,autoTheftPerPop,arsons,arsonsPerPop,ViolentCrimesPerPop,nonViolPerPop
AR,18.3,33.13,19.49,10.13,23318.0,78.24,12360.0,13013.0,6051.0,8721.0,6560.0,5215.0,5384.0,16.45,26.75,21.17,5.1,63.0,46535.0,2.59,7.95,90.77,0.82,0.53,11.4,70.74,506.0,51.98,64.23,1561.0,2.0,0.0,2,3.93,29.0,57.04,74.0,145.55,186.0,365.83,793.0,1559.7,1743.0,3428.2,131.0,257.66,10.0,19.67
AR,14.09,26.45,12.36,12.63,24604.0,77.48,12073.0,12190.0,12000.0,8103.0,8328.0,7850.0,10621.0,9.23,23.53,12.43,3.63,62.69,11257.0,2.64,0.24,97.49,0.87,1.43,12.21,74.98,131.0,9.16,19.08,216.0,0.0,0.0,0,0.0,0.0,0.0,7.0,51.17,9.0,65.79,71.0,519.04,351.0,2565.98,6.0,43.86,1.0,7.31
AR,15.39,28.26,12.88,10.78,21105.0,74.97,9531.0,9758.0,6183.0,5726.0,4967.0,31609.0,8739.0,18.58,35.44,9.96,7.38,58.11,14979.0,2.79,1.61,94.27,2.18,1.67,13.01,69.48,313.0,22.04,25.88,397.0,8.0,6.0,0,0.0,2.0,11.69,3.0,17.54,13.0,76.0,157.0,917.86,665.0,3887.75,48.0,280.62,1.0,5.85
AR,27.36,41.51,31.31,12.97,16848.0,70.16,9106.0,10545.0,5227.0,738.0,7681.0,0.0,6909.0,28.09,27.6,29.64,5.68,53.74,10014.0,2.9,25.66,73.09,0.55,0.81,8.25,58.4,183.0,10.93,42.62,287.0,24.0,0.0,1,9.42,0.0,0.0,4.0,37.69,0.0,0.0,24.0,226.14,271.0,2553.47,14.0,131.91,0.0,0.0
AR,18.7,33.21,19.96,11.46,22902.0,78.66,11234.0,11530.0,6886.0,6646.0,6936.0,5633.0,3716.0,14.73,27.12,20.76,6.58,58.53,21260.0,2.65,4.7,93.59,0.73,1.11,11.04,72.18,144.0,14.58,14.58,631.0,0.0,0.0,0,0.0,8.0,33.99,7.0,29.74,39.0,165.7,206.0,875.25,1064.0,4520.73,55.0,233.68,1.0,4.25
AR,13.37,24.28,11.54,14.37,24353.0,71.2,11742.0,12033.0,5775.0,9723.0,19128.0,5624.0,6252.0,12.95,30.0,14.25,5.06,56.97,18177.0,2.6,4.35,94.87,0.21,0.62,10.69,74.42,149.0,0.0,0.0,460.0,0.0,0.0,0,0.0,12.0,54.13,10.0,45.11,80.0,360.9,182.0,821.04,812.0,3663.1,42.0,189.47,2.0,9.02
AR,18.51,30.08,17.89,15.11,18107.0,66.05,10230.0,13215.0,4649.0,2279.0,6924.0,0.0,3670.0,25.19,31.03,17.82,6.84,55.56,11151.0,2.6,34.08,65.15,0.43,0.39,11.56,58.14,155.0,23.23,32.26,407.0,0.0,0.0,0,0.0,1.0,8.39,18.0,151.06,38.0,318.9,105.0,881.17,184.0,1544.14,19.0,159.45,4.0,33.57
AZ,15.91,31.47,16.94,11.34,21748.0,76.14,11184.0,12560.0,9268.0,6689.0,7745.0,6272.0,7160.0,20.16,21.39,20.71,8.12,58.52,405390.0,2.49,4.28,75.25,2.2,29.25,14.15,61.93,43397.0,18.97,28.48,20653.0,437.0,102.0,44,9.78,314.0,69.78,894.0,198.68,3111.0,691.36,7363.0,1636.29,32076.0,7128.3,5143.0,1142.94,162.0,36.0
AZ,17.0,30.79,14.96,6.51,24292.0,79.07,8990.0,11497.0,4500.0,3863.0,7935.0,5541.0,5363.0,28.22,42.85,9.37,11.09,55.0,16169.0,3.29,4.62,58.93,1.26,51.15,12.74,58.91,1699.0,18.89,27.07,662.0,0.0,34.0,1,4.68,9.0,42.11,23.0,107.61,134.0,626.93,601.0,2811.83,794.0,3714.79,142.0,664.36,16.0,74.86
AZ,9.48,19.57,9.11,20.05,24814.0,70.72,12486.0,12644.0,9302.0,11326.0,9319.0,7992.0,8864.0,12.8,27.56,10.13,6.64,53.26,21951.0,2.49,0.52,95.28,0.72,6.5,15.61,63.4,881.0,12.71,18.62,4629.0,8.0,0.0,1,3.56,9.0,32.0,32.0,113.76,185.0,657.68,565.0,2008.6,1296.0,4607.34,185.0,657.68,19.0,67.55
AZ,18.62,28.0,14.12,12.89,14994.0,59.71,6619.0,7375.0,1443.0,1657.0,16243.0,4710.0,4946.0,43.13,51.9,9.47,19.22,40.11,12822.0,3.2,1.07,71.46,0.47,83.47,10.6,56.55,4425.0,16.07,25.27,316.0,0.0,0.0,0,0.0,0.0,0.0,5.0,35.15,18.0,126.54,157.0,1103.69,677.0,4759.23,141.0,991.21,0.0,0.0
AZ,15.84,32.56,16.38,6.77,29590.0,84.59,13449.0,14765.0,10310.0,8387.0,7936.0,7007.0,8437.0,10.73,9.86,23.83,5.47,69.12,32983.0,2.83,11.97,77.37,5.22,11.78,10.09,78.09,2316.0,9.11,17.01,1255.0,0.0,0.0,1,2.52,4.0,10.1,12.0,30.29,27.0,68.16,255.0,643.73,871.0,2198.77,100.0,252.44,8.0,20.2
AZ,13.63,18.7,10.04,13.47,110550.0,77.8,62376.0,63220.0,120000.0,46833.0,30812.0,7765.0,28527.0,3.34,4.27,58.51,3.36,56.34,11671.0,2.7,0.27,97.48,1.53,2.03,6.42,89.75,712.0,18.96,25.98,432.0,0.0,0.0,0,0.0,1.0,7.01,7.0,49.06,12.0,84.11,395.0,2768.63,169.0,1184.55,42.0,294.39,0.0,0.0
AZ,11.08,23.2,8.71,13.02,34205.0,75.6,14059.0,14810.0,11933.0,12841.0,9826.0,7611.0,9350.0,7.87,16.54,16.87,4.62,59.93,50618.0,2.77,2.19,86.95,1.45,15.52,9.19,79.37,2157.0,8.39,11.87,3690.0,0.0,5.0,4,5.51,16.0,22.04,31.0,42.7,247.0,340.22,691.0,951.79,1759.0,2422.87,173.0,238.29,12.0,16.53
AZ,14.41,29.13,13.64,11.38,30273.0,79.11,13506.0,13974.0,10501.0,8119.0,12082.0,8071.0,8616.0,9.5,15.21,20.99,5.11,64.22,288091.0,2.67,1.85,90.07,1.51,10.88,11.62,76.45,14014.0,14.71,23.73,32605.0,217.0,86.0,6,1.85,111.0,34.19,410.0,126.29,1808.0,556.9,4664.0,1436.61,14430.0,4444.73,2717.0,836.89,86.0,26.49
AZ,10.48,19.4,8.8,24.95,19686.0,60.02,9946.0,9905.0,5060.0,13216.0,11093.0,10249.0,7671.0,16.72,29.89,7.25,6.82,45.31,18100.0,2.35,0.38,96.39,0.35,5.62,12.98,65.32,425.0,0.0,19.76,5055.0,0.0,1.0,1,4.52,8.0,36.19,5.0,22.62,72.0,325.75,214.0,968.19,729.0,3298.19,61.0,275.98,6.0,27.15
AZ,18.97,38.87,22.84,5.96,31885.0,87.5,15530.0,16406.0,10897.0,8105.0,10126.0,9067.0,10622.0,13.61,10.08,36.75,5.19,69.9,141865.0,2.55,3.2,86.85,4.05,10.88,11.25,72.11,10262.0,25.16,39.51,5912.0,51.0,0.0,4,2.68,65.0,43.52,244.0,163.37,518.0,346.83,2073.0,1388.0,8000.0,5356.47,1401.0,938.05,56.0,37.5
AZ,15.47,27.54,13.12,9.89,25926.0,78.1,11388.0,12702.0,6402.0,4717.0,21943.0,6659.0,7341.0,17.44,28.01,14.24,7.9,60.92,19082.0,2.94,5.16,76.11,0.81,34.49,13.16,62.65,911.0,8.23,16.47,909.0,43.0,38.0,3,13.74,15.0,68.72,49.0,224.49,237.0,1085.81,589.0,2698.49,2197.0,10065.52,185.0,847.57,27.0,123.7
AZ,25.53,43.03,28.52,3.98,28382.0,89.34,11517.0,12657.0,6335.0,5477.0,9797.0,8540.0,8625.0,17.2,13.08,32.75,7.14,64.11,45857.0,3.18,2.48,79.64,1.43,15.2,9.73,68.95,1895.0,31.08,42.11,1896.0,10.0,0.0,2,3.81,14.0,26.67,41.0,78.11,202.0,384.86,586.0,1116.47,3528.0,6721.66,155.0,295.31,3.0,5.72
AZ,15.44,30.53,12.98,2.98,41081.0,90.79,14665.0,15100.0,11988.0,6428.0,14416.0,9608.0,9560.0,6.18,9.23,29.04,4.24,75.37,29188.0,3.11,1.59,90.32,1.71,11.59,9.44,83.33,1182.0,13.71,25.04,1274.0,0.0,0.0,0,0.0,5.0,9.46,13.0,24.59,110.0,208.07,479.0,906.06,1168.0,2209.36,202.0,382.1,9.0,17.02
AZ,13.1,29.46,11.91,4.58,38124.0,90.28,14720.0,15512.0,12988.0,7697.0,16669.0,7828.0,8077.0,9.69,14.24,26.2,4.54,74.41,90533.0,2.87,2.56,85.18,2.38,17.28,11.72,76.16,6372.0,15.55,26.82,3477.0,0.0,14.0,0,0.0,27.0,21.88,82.0,66.45,167.0,135.32,1635.0,1324.85,4061.0,3290.66,679.0,550.2,46.0,37.27
AZ,12.18,21.17,11.91,23.98,22517.0,61.73,13851.0,14109.0,4068.0,7049.0,15217.0,7618.0,7920.0,13.27,16.66,23.51,6.89,45.52,26455.0,2.3,0.48,95.25,0.56,7.14,12.43,71.03,892.0,9.08,11.55,1914.0,14.0,0.0,1,3.18,14.0,44.51,16.0,50.87,107.0,340.2,227.0,721.73,1285.0,4085.59,83.0,263.89,15.0,47.69
AZ,10.51,23.46,10.82,14.84,39037.0,76.21,23482.0,23876.0,18996.0,9044.0,18708.0,9802.0,12176.0,5.89,9.18,34.51,4.4,64.1,130069.0,2.26,0.76,96.02,1.23,4.77,13.38,74.32,8174.0,11.18,19.07,11445.0,0.0,0.0,3,1.9,29.0,18.38,131.0,83.02,234.0,148.3,1609.0,1019.72,5362.0,3398.23,961.0,609.05,23.0,14.58
AZ,10.16,18.45,8.51,22.87,28826.0,64.87,14418.0,14565.0,11317.0,10095.0,5504.0,4905.0,7619.0,8.14,20.98,13.3,3.19,52.39,24363.0,2.46,0.24,97.89,0.46,3.66,10.42,75.12,1087.0,4.97,7.08,2926.0,0.0,0.0,2,6.06,4.0,12.12,6.0,18.17,53.0,160.54,294.0,890.53,1184.0,3586.36,93.0,281.7,17.0,51.49
AZ,15.88,29.88,14.54,7.1,31665.0,84.2,13524.0,14276.0,11750.0,9566.0,11909.0,7593.0,8107.0,11.46,17.42,17.7,5.99,67.95,148134.0,2.76,3.01,84.98,2.13,15.47,13.25,70.04,8878.0,17.27,26.02,7549.0,7.0,44.0,16,9.18,79.0,45.31,317.0,181.82,1013.0,581.02,2037.0,1168.35,8422.0,4830.54,1741.0,998.57,83.0,47.61
AZ,14.03,28.64,13.46,8.89,29291.0,81.64,14096.0,15497.0,8734.0,7076.0,12643.0,6663.0,7213.0,14.18,21.28,19.94,6.64,64.94,983403.0,2.66,5.19,81.69,1.66,20.04,14.74,65.62,84672.0,18.14,30.29,52115.0,1710.0,276.0,158,14.55,444.0,40.9,3437.0,316.57,7872.0,725.06,20617.0,1898.95,48382.0,4456.27,15566.0,1433.72,309.0,28.46
AZ,19.28,30.6,14.86,8.36,18404.0,79.04,7795.0,8729.0,4322.0,21000.0,9479.0,5517.0,6363.0,31.2,51.22,7.94,13.67,52.73,19489.0,3.69,0.39,70.0,0.36,91.97,9.28,66.07,8745.0,16.18,24.71,258.0,10.0,7.0,1,4.75,4.0,19.01,95.0,451.5,73.0,346.94,578.0,2747.02,999.0,4747.87,267.0,1268.95,5.0,23.76
CA,13.65,28.82,13.23,9.44,25479.0,73.45,10505.0,11407.0,10412.0,8238.0,9546.0,8330.0,7813.0,19.02,34.18,11.64,10.16,55.94,25158.0,2.89,21.34,49.42,17.21,26.78,16.57,56.36,6645.0,21.87,32.75,714.0,20.0,49.0,12,44.42,21.0,77.73,309.0,1143.81,362.0,1340.0,478.0,1769.39,1460.0,5404.4,430.0,1591.71,20.0,74.03
CA,12.04,26.68,12.37,11.54,34372.0,76.17,17966.0,19362.0,17693.0,20931.0,16696.0,9438.0,11182.0,14.37,22.83,28.55,6.95,60.04,180038.0,2.62,1.3,74.02,14.14,20.96,11.12,74.78,81352.0,30.33,41.41,3510.0,82.0,17.0,9,5.02,30.0,16.72,355.0,197.91,277.0,154.42,1596.0,889.74,4501.0,2509.23,1447.0,806.68,73.0,40.7
CA,16.16,37.22,19.09,4.13,29043.0,90.39,11338.0,12871.0,10242.0,6333.0,9734.0,7196.0,8444.0,9.67,15.83,17.01,3.5,75.2,26436.0,3.34,18.97,53.6,20.84,10.73,9.33,77.88,4849.0,12.27,18.31,353.0,0.0,0.0,2,12.89,9.0,58.03,42.0,270.79,47.0,303.03,226.0,1457.12,547.0,3526.76,50.0,322.37,5.0,32.24
CA,13.77,30.92,15.15,9.65,28108.0,78.15,13518.0,14237.0,9215.0,9266.0,9291.0,7746.0,8951.0,12.92,21.49,14.45,7.07,61.86,88693.0,2.7,2.92,87.36,2.82,13.97,16.22,63.25,8610.0,20.75,31.36,1560.0,13.0,76.0,8,8.59,42.0,45.1,243.0,260.94,540.0,579.87,1368.0,1469.01,4316.0,4634.68,889.0,954.64,31.0,33.29
CA,13.37,26.84,13.03,12.98,27230.0,73.45,11994.0,12334.0,17759.0,17930.0,8531.0,8032.0,8180.0,12.63,30.95,9.97,10.34,54.22,11961.0,2.71,0.24,88.57,1.11,17.04,14.31,67.82,976.0,14.24,20.59,185.0,11.0,0.0,0,0.0,4.0,28.91,7.0,50.6,37.0,267.46,161.0,1163.8,502.0,3628.74,51.0,368.66,13.0,93.97
CA,14.06,30.74,14.58,4.44,51594.0,88.74,15142.0,16771.0,4590.0,6108.0,12843.0,9406.0,9872.0,5.34,24.25,10.32,5.1,48.14,23302.0,4.17,7.95,82.42,1.36,19.55,9.94,75.36,1672.0,6.76,16.87,193.0,0.0,0.0,1,4.04,4.0,16.15,29.0,117.11,117.0,472.5,279.0,1126.73,554.0,2237.3,256.0,1033.84,15.0,60.58
CA,9.03,19.36,8.48,14.25,54658.0,77.85,28161.0,28647.0,27282.0,20295.0,23416.0,17992.0,20889.0,2.73,8.38,35.77,2.43,69.33,26167.0,2.37,0.94,91.3,6.07,6.46,11.26,81.21,3283.0,6.37,10.63,294.0,0.0,0.0,1,3.54,1.0,3.54,24.0,85.06,32.0,113.41,153.0,542.25,586.0,2076.84,54.0,191.38,0.0,0.0
CA,8.08,20.23,9.15,12.36,53419.0,75.85,40537.0,40887.0,28939.0,22538.0,48414.0,20261.0,15271.0,6.14,5.87,49.02,1.84,72.93,23170.0,2.09,0.7,95.77,1.74,6.86,16.9,74.71,2587.0,17.67,20.76,1759.0,6.0,50.0,0,0.0,5.0,20.8,22.0,91.5,164.0,682.11,412.0,1713.6,874.0,3635.15,139.0,578.13,3.0,12.48
CA,11.38,22.12,10.53,17.88,54348.0,73.0,55463.0,57381.0,30294.0,13326.0,39787.0,27395.0,28719.0,6.6,10.57,46.95,3.8,60.76,31971.0,2.2,1.7,91.28,5.46,5.4,12.23,77.69,11133.0,13.57,22.29,1159.0,0.0,5.0,1,3.0,8.0,24.03,281.0,843.97,72.0,216.25,472.0,1417.63,1755.0,5271.06,221.0,663.76,14.0,42.05
CA,11.6,25.37,11.61,10.78,47204.0,82.7,22095.0,23111.0,23117.0,21263.0,19955.0,13172.0,14736.0,5.15,12.38,31.23,3.95,67.04,133107.0,2.53,1.45,72.98,21.86,10.07,11.64,77.43,29516.0,22.23,32.19,2312.0,0.0,18.0,12,8.64,30.0,21.6,430.0,309.54,390.0,280.75,1582.0,1138.83,4096.0,2948.59,1704.0,1226.66,54.0,38.87
CA,11.09,27.2,12.24,10.46,42962.0,81.45,20292.0,21670.0,12013.0,10809.0,19598.0,9281.0,9950.0,8.3,18.45,27.09,3.82,69.14,66072.0,2.59,3.64,82.76,6.32,24.12,13.43,69.83,15722.0,18.78,29.78,1354.0,91.0,125.0,3,4.4,15.0,22.02,106.0,155.59,371.0,544.58,513.0,753.02,1876.0,2753.72,453.0,664.94,2.0,2.94
CA,14.97,27.56,13.53,10.33,37073.0,79.04,17825.0,19791.0,11465.0,13749.0,13588.0,8053.0,9402.0,8.98,15.38,31.26,4.78,63.25,60394.0,2.75,3.83,79.59,4.42,18.96,12.03,72.29,6289.0,17.3,28.84,1204.0,92.0,26.0,5,7.71,21.0,32.38,150.0,231.3,296.0,456.44,975.0,1503.47,1620.0,2498.07,616.0,949.88,16.0,24.67
CA,12.28,31.36,14.01,3.15,53710.0,91.86,17056.0,19305.0,5883.0,9684.0,16258.0,8011.0,10668.0,4.23,14.13,24.07,3.52,59.36,23229.0,3.42,11.49,77.75,6.04,10.46,13.69,80.04,1928.0,7.94,14.83,190.0,0.0,0.0,0,0.0,1.0,3.81,16.0,60.9,49.0,186.52,120.0,456.78,490.0,1865.17,61.0,232.2,2.0,7.61
CA,13.3,27.95,13.44,8.62,51253.0,86.4,21407.0,22025.0,18108.0,17265.0,18521.0,15469.0,14209.0,3.55,12.59,30.99,3.31,72.58,32873.0,2.69,1.08,86.96,6.22,15.45,10.85,79.27,4092.0,14.78,24.07,424.0,5.0,0.0,3,8.61,5.0,14.35,51.0,146.36,69.0,198.01,309.0,886.76,1521.0,4364.92,222.0,637.09,16.0,45.92
CA,13.77,26.89,12.18,9.84,31671.0,78.68,13854.0,15269.0,8174.0,12921.0,9945.0,8487.0,9389.0,9.59,23.84,17.03,7.85,64.24,39802.0,2.8,1.26,77.47,3.07,26.16,13.1,68.95,4230.0,13.24,20.95,620.0,57.0,5.0,2,4.65,29.0,67.42,32.0,74.4,184.0,427.78,483.0,1122.92,1020.0,2371.38,298.0,692.81,47.0,109.27
CA,14.46,31.22,15.72,8.96,30925.0,78.71,16188.0,22191.0,11257.0,12901.0,13875.0,6354.0,7111.0,18.86,33.0,22.96,8.34,61.71,3485398.0,2.86,13.99,52.83,9.81,39.92,12.26,59.78,1336665.0,20.75,32.13,82558.0,4597.0,3109.0,1076,31.04,1773.0,51.15,38415.0,1108.27,42437.0,1224.31,50232.0,1449.19,119092.0,3435.8,59764.0,1724.19,5119.0,147.68
CA,20.34,40.78,24.43,5.07,28655.0,86.62,10409.0,11524.0,10092.0,10269.0,8754.0,7251.0,7353.0,12.22,22.08,14.69,4.37,74.2,38901.0,3.66,23.47,52.73,13.48,17.45,10.62,71.38,6949.0,23.83,35.56,597.0,21.0,2.0,6,18.55,9.0,27.82,121.0,374.07,215.0,664.67,218.0,673.94,844.0,2609.21,85.0,262.78,21.0,64.92
CA,11.65,26.23,11.54,6.49,60462.0,89.78,28399.0,30694.0,24563.0,28303.0,21756.0,20609.0,22960.0,2.95,4.96,46.69,3.4,76.17,28176.0,2.51,3.23,73.48,21.98,5.77,11.7,82.17,6342.0,18.83,27.59,537.0,0.0,0.0,1,3.38,1.0,3.38,17.0,57.39,36.0,121.54,111.0,374.75,526.0,1775.83,64.0,216.07,6.0,20.26
CA,16.11,33.41,16.36,5.26,29206.0,84.81,9968.0,11102.0,10211.0,9729.0,10094.0,6885.0,6391.0,17.55,39.39,15.6,10.6,61.09,23451.0,3.37,42.94,31.69,9.6,36.36,14.87,50.69,7038.0,20.69,37.48,398.0,57.0,64.0,4,15.4,11.0,42.35,194.0,746.87,400.0,1539.94,367.0,1412.9,388.0,1493.74,294.0,1131.86,37.0,142.44
CA,10.37,24.22,11.12,11.95,42971.0,80.82,21471.0,22991.0,21042.0,14565.0,19631.0,11713.0,11855.0,6.68,15.85,35.03,4.13,67.93,38793.0,2.4,10.38,69.22,12.04,19.76,14.22,67.27,9121.0,12.51,19.23,777.0,84.0,0.0,4,10.13,7.0,17.73,305.0,772.48,52.0,131.7,406.0,1028.29,1450.0,3672.47,469.0,1187.85,1.0,2.53
CA,13.22,26.57,12.67,10.49,32165.0,76.1,14630.0,20133.0,11156.0,11167.0,13797.0,9976.0,10696.0,16.1,23.31,22.15,9.43,58.46,87425.0,2.67,43.76,36.18,11.83,14.52,16.07,49.56,13613.0,14.69,25.29,1783.0,186.0,130.0,52,58.83,82.0,92.77,977.0,1105.38,1752.0,1982.21,2153.0,2435.91,3786.0,4283.48,1460.0,1651.85,112.0,126.72
CA,12.14,33.06,15.62,7.44,40313.0,86.31,18750.0,20021.0,17796.0,12403.0,14690.0,8317.0,8682.0,9.17,16.52,27.26,4.17,74.47,96357.0,2.57,1.33,84.31,6.56,20.05,15.0,67.31,20787.0,21.97,35.55,2144.0,225.0,26.0,5,5.05,30.0,30.33,184.0,186.01,225.0,227.45,1250.0,1263.62,4918.0,4971.59,975.0,985.63,26.0,26.28
CA,13.9,30.28,14.04,8.7,45171.0,85.19,19361.0,19841.0,11200.0,21284.0,20012.0,14579.0,13766.0,4.38,14.1,29.3,4.24,68.04,11676.0,2.84,3.0,84.87,7.18,12.5,13.42,72.9,1422.0,8.58,16.88,166.0,23.0,0.0,0,0.0,3.0,24.85,18.0,149.09,22.0,182.22,143.0,1184.46,279.0,2310.94,101.0,836.58,17.0,140.81
CA,13.44,26.6,12.16,14.06,19474.0,64.92,9997.0,10369.0,3440.0,8018.0,7699.0,5381.0,6391.0,20.41,21.66,10.49,9.88,48.71,12363.0,2.57,0.56,91.22,1.06,8.95,16.23,60.99,642.0,16.36,24.77,250.0,31.0,6.0,0,0.0,6.0,44.94,16.0,119.84,109.0,816.42,106.0,793.95,769.0,5759.87,75.0,561.76,9.0,67.41
CA,13.97,29.12,13.19,7.12,38532.0,82.87,13686.0,15469.0,10521.0,10818.0,13750.0,9111.0,10286.0,10.79,23.51,14.35,7.0,64.56,47564.0,3.04,17.58,58.6,12.18,23.73,12.46,66.23,8899.0,19.11,29.16,1066.0,130.0,33.0,2,3.82,18.0,34.42,199.0,380.52,235.0,449.36,899.0,1719.03,1353.0,2587.15,263.0,502.9,18.0,34.42
CA,14.31,24.75,11.58,7.47,61058.0,87.49,24160.0,24844.0,19738.0,18175.0,18151.0,15757.0,17938.0,1.96,6.33,39.1,2.9,72.49,72820.0,2.89,0.93,90.3,6.25,7.71,8.93,85.36,9128.0,12.71,18.42,1219.0,0.0,0.0,3,3.56,13.0,15.43,32.0,37.99,142.0,168.58,687.0,815.59,1539.0,1827.05,220.0,261.18,35.0,41.55
CA,13.82,31.13,15.56,9.56,31938.0,77.65,15639.0,20334.0,10518.0,12658.0,9544.0,6860.0,7758.0,16.82,24.49,23.22,6.54,62.93,429433.0,2.7,13.68,58.38,13.57,23.62,13.78,60.26,104150.0,19.87,31.62,11413.0,394.0,66.0,126,28.9,200.0,45.87,3717.0,852.46,3073.0,704.76,6780.0,1554.92,14108.0,3235.53,7626.0,1748.95,243.0,55.73
CA,14.89,30.69,14.33,5.3,43555.0,88.08,15292.0,16292.0,19120.0,18008.0,15532.0,8557.0,8767.0,8.31,23.88,17.96,5.76,68.96,76095.0,3.18,2.76,75.88,7.1,30.36,9.9,76.95,14211.0,17.82,29.3,2618.0,56.0,9.0,1,1.07,28.0,29.99,237.0,253.84,219.0,234.56,1552.0,1662.29,3099.0,3319.23,1334.0,1428.8,23.0,24.63
CA,11.64,27.46,12.38,9.68,42019.0,83.76,18289.0,19667.0,12957.0,14707.0,15914.0,12257.0,13548.0,4.77,15.96,21.32,4.12,67.83,38961.0,2.66,4.08,71.62,17.93,18.61,11.65,74.56,9386.0,12.97,19.37,538.0,5.0,0.0,0,0.0,8.0,19.63,55.0,134.95,52.0,127.59,190.0,466.18,1408.0,3454.62,218.0,534.88,10.0,24.54
CA,23.9,45.2,31.94,11.86,47790.0,71.68,21972.0,23701.0,10450.0,11328.0,12798.0,11206.0,13588.0,4.07,5.88,39.25,1.71,75.39,26540.0,3.62,6.85,86.16,3.44,8.26,9.8,80.06,2368.0,20.02,28.67,1818.0,0.0,0.0,3,13.67,3.0,13.67,19.0,86.6,48.0,218.78,214.0,975.39,552.0,2515.95,145.0,660.89,9.0,41.02
CA,16.96,29.17,15.75,5.24,54364.0,90.63,19337.0,21960.0,18848.0,40457.0,15184.0,12119.0,14640.0,5.89,11.15,31.52,2.5,74.04,15392.0,3.2,4.17,59.91,31.11,12.16,8.12,79.48,4251.0,15.08,18.96,120.0,0.0,1.0,1,6.22,2.0,12.43,16.0,99.45,41.0,254.85,140.0,870.21,378.0,2349.58,128.0,795.62,12.0,74.59
CA,16.12,29.5,14.75,10.45,22032.0,73.44,8354.0,10137.0,3973.0,8386.0,10103.0,5723.0,5915.0,22.58,50.72,8.98,14.95,52.83,12743.0,3.41,0.24,55.84,3.11,60.37,8.21,67.29,2966.0,16.62,27.48,103.0,0.0,0.0,0,0.0,3.0,22.02,10.0,73.42,67.0,491.89,195.0,1431.61,409.0,3002.72,73.0,535.94,1.0,7.34
CA,10.89,18.64,8.68,23.42,16600.0,48.41,9531.0,9679.0,7842.0,7370.0,9129.0,7763.0,5860.0,22.15,38.79,5.26,12.8,34.84,11804.0,2.28,4.35,91.05,1.06,5.69,17.75,50.72,373.0,1.61,8.85,2136.0,6.0,25.0,1,7.63,11.0,83.97,18.0,137.4,191.0,1458.02,461.0,3519.08,598.0,4564.89,76.0,580.15,13.0,99.24
CA,13.38,25.7,11.85,8.32,45127.0,86.38,18940.0,19186.0,21432.0,32681.0,17729.0,15940.0,15082.0,3.64,12.4,26.84,4.24,69.99,10946.0,2.84,3.77,80.2,5.87,18.19,11.52,76.43,1054.0,8.73,16.22,202.0,0.0,0.0,0,0.0,5.0,42.8,19.0,162.66,13.0,111.29,211.0,1806.35,306.0,2619.64,140.0,1198.53,0.0,0.0
CA,16.01,29.52,15.16,7.57,43882.0,86.79,13749.0,14907.0,15735.0,14550.0,12458.0,9272.0,9766.0,6.95,28.65,17.06,7.17,64.75,83995.0,3.53,26.14,34.72,24.97,27.87,10.68,65.66,22681.0,11.12,19.19,633.0,0.0,0.0,10,11.05,28.0,30.95,340.0,375.79,769.0,849.94,940.0,1038.94,1638.0,1810.4,1131.0,1250.04,44.0,48.63
CA,10.87,27.17,11.82,10.09,36222.0,79.67,16791.0,18281.0,6502.0,17681.0,14195.0,8510.0,10866.0,10.68,20.68,20.0,4.7,67.68,19382.0,2.46,2.92,79.24,9.09,19.38,15.92,65.57,3167.0,16.55,23.3,384.0,0.0,67.0,0,0.0,3.0,14.42,43.0,206.63,222.0,1066.79,209.0,1004.32,298.0,1432.0,124.0,595.87,6.0,28.83
CA,8.78,29.76,11.31,6.69,51913.0,87.35,26230.0,26766.0,29539.0,19871.0,25667.0,15746.0,15718.0,5.59,9.58,40.44,3.38,78.45,60167.0,2.25,1.6,87.04,6.83,11.5,15.62,69.0,7472.0,17.1,24.77,1503.0,0.0,29.0,4,6.2,17.0,26.33,145.0,224.6,221.0,342.32,849.0,1315.08,2162.0,3348.87,625.0,968.11,3.0,4.65
CA,18.71,35.04,17.86,5.66,33273.0,84.76,9060.0,9243.0,11647.0,8241.0,9633.0,8032.0,7920.0,14.02,49.37,7.46,9.23,59.94,36955.0,4.1,3.54,63.92,7.84,74.86,10.37,60.5,13735.0,18.95,28.02,266.0,0.0,1.0,8,20.4,18.0,45.89,171.0,435.97,456.0,1162.58,287.0,731.71,507.0,1292.61,396.0,1009.61,6.0,15.3
CA,9.6,21.09,9.53,19.52,45529.0,70.65,26354.0,26957.0,17597.0,24145.0,21247.0,17690.0,18221.0,3.81,5.64,46.92,3.27,60.13,60569.0,2.14,1.05,90.6,6.68,4.74,11.39,79.33,7885.0,15.47,21.74,1621.0,0.0,7.0,1,1.6,10.0,16.04,42.0,67.37,130.0,208.53,544.0,872.61,1906.0,3057.33,178.0,285.52,23.0,36.89
